permno,adate,qdate,public_date,bm,TICKER
64390,1984-12-31,1985-03-31,1985-05-31,0.375,PROG
64390,1984-12-31,1985-03-31,1985-06-30,0.375,PROG
64390,1984-12-31,1985-03-31,1985-07-31,0.375,PROG
64390,1984-12-31,1985-06-30,1985-08-31,0.333,PROG
64390,1984-12-31,1985-06-30,1985-09-30,0.333,PROG
64390,1984-12-31,1985-06-30,1985-10-31,0.333,PROG
64390,1984-12-31,1985-09-30,1985-11-30,0.341,PROG
64390,1984-12-31,1985-09-30,1985-12-31,0.341,PROG
64390,1984-12-31,1985-09-30,1986-01-31,0.341,PROG
64390,1985-12-31,1985-12-31,1986-02-28,0.310,PROG
64390,1985-12-31,1985-12-31,1986-03-31,0.310,PROG
64390,1985-12-31,1985-12-31,1986-04-30,0.310,PROG
64390,1985-12-31,1986-03-31,1986-05-31,0.323,PROG
64390,1985-12-31,1986-03-31,1986-06-30,0.323,PROG
64390,1985-12-31,1986-03-31,1986-07-31,0.323,PROG
64390,1985-12-31,1986-06-30,1986-08-31,0.320,PROG
64390,1985-12-31,1986-06-30,1986-09-30,0.320,PROG
64390,1985-12-31,1986-06-30,1986-10-31,0.320,PROG
64390,1985-12-31,1986-09-30,1986-11-30,0.344,PROG
64390,1985-12-31,1986-09-30,1986-12-31,0.344,PROG
64390,1985-12-31,1986-09-30,1987-01-31,0.344,PROG
64390,1986-12-31,1986-12-31,1987-02-28,0.402,PROG
64390,1986-12-31,1986-12-31,1987-03-31,0.402,PROG
64390,1986-12-31,1986-12-31,1987-04-30,0.402,PROG
64390,1986-12-31,1987-03-31,1987-05-31,0.531,PROG
64390,1986-12-31,1987-03-31,1987-06-30,0.531,PROG
64390,1986-12-31,1987-03-31,1987-07-31,0.531,PROG
64390,1986-12-31,1987-06-30,1987-08-31,0.509,PGR
64390,1986-12-31,1987-06-30,1987-09-30,0.509,PGR
64390,1986-12-31,1987-06-30,1987-10-31,0.509,PGR
64390,1986-12-31,1987-09-30,1987-11-30,0.506,PGR
64390,1986-12-31,1987-09-30,1987-12-31,0.506,PGR
64390,1986-12-31,1987-09-30,1988-01-31,0.506,PGR
64390,1987-12-31,1987-12-31,1988-02-29,0.484,PGR
64390,1987-12-31,1987-12-31,1988-03-31,0.484,PGR
64390,1987-12-31,1987-12-31,1988-04-30,0.484,PGR
64390,1987-12-31,1988-03-31,1988-05-31,0.538,PGR
64390,1987-12-31,1988-03-31,1988-06-30,0.538,PGR
64390,1987-12-31,1988-03-31,1988-07-31,0.538,PGR
64390,1987-12-31,1988-06-30,1988-08-31,0.497,PGR
64390,1987-12-31,1988-06-30,1988-09-30,0.497,PGR
64390,1987-12-31,1988-06-30,1988-10-31,0.497,PGR
64390,1987-12-31,1988-09-30,1988-11-30,0.526,PGR
64390,1987-12-31,1988-09-30,1988-12-31,0.526,PGR
64390,1987-12-31,1988-09-30,1989-01-31,0.526,PGR
64390,1988-12-31,1988-12-31,1989-02-28,0.674,PGR
64390,1988-12-31,1988-12-31,1989-03-31,0.674,PGR
64390,1988-12-31,1988-12-31,1989-04-30,0.674,PGR
64390,1988-12-31,1989-03-31,1989-05-31,0.537,PGR
64390,1988-12-31,1989-03-31,1989-06-30,0.537,PGR
64390,1988-12-31,1989-03-31,1989-07-31,0.537,PGR
64390,1988-12-31,1989-06-30,1989-08-31,0.565,PGR
64390,1988-12-31,1989-06-30,1989-09-30,0.565,PGR
64390,1988-12-31,1989-06-30,1989-10-31,0.565,PGR
64390,1988-12-31,1989-09-30,1989-11-30,0.469,PGR
64390,1988-12-31,1989-09-30,1989-12-31,0.469,PGR
64390,1988-12-31,1989-09-30,1990-01-31,0.469,PGR
64390,1989-12-31,1989-12-31,1990-02-28,0.445,PGR
64390,1989-12-31,1989-12-31,1990-03-31,0.445,PGR
64390,1989-12-31,1989-12-31,1990-04-30,0.445,PGR
64390,1989-12-31,1990-03-31,1990-05-31,0.514,PGR
64390,1989-12-31,1990-03-31,1990-06-30,0.514,PGR
64390,1989-12-31,1990-03-31,1990-07-31,0.514,PGR
64390,1989-12-31,1990-06-30,1990-08-31,0.427,PGR
64390,1989-12-31,1990-06-30,1990-09-30,0.427,PGR
64390,1989-12-31,1990-06-30,1990-10-31,0.427,PGR
64390,1989-12-31,1990-09-30,1990-11-30,0.385,PGR
64390,1989-12-31,1990-09-30,1990-12-31,0.385,PGR
64390,1989-12-31,1990-09-30,1991-01-31,0.385,PGR
64390,1990-12-31,1990-12-31,1991-02-28,0.345,PGR
64390,1990-12-31,1990-12-31,1991-03-31,0.345,PGR
64390,1990-12-31,1990-12-31,1991-04-30,0.345,PGR
64390,1990-12-31,1991-03-31,1991-05-31,0.317,PGR
64390,1990-12-31,1991-03-31,1991-06-30,0.317,PGR
64390,1990-12-31,1991-03-31,1991-07-31,0.317,PGR
64390,1990-12-31,1991-06-30,1991-08-31,0.348,PGR
64390,1990-12-31,1991-06-30,1991-09-30,0.348,PGR
64390,1990-12-31,1991-06-30,1991-10-31,0.348,PGR
64390,1990-12-31,1991-09-30,1991-11-30,0.380,PGR
64390,1990-12-31,1991-09-30,1991-12-31,0.380,PGR
64390,1990-12-31,1991-09-30,1992-01-31,0.380,PGR
64390,1991-12-31,1991-12-31,1992-02-29,0.324,PGR
64390,1991-12-31,1991-12-31,1992-03-31,0.324,PGR
64390,1991-12-31,1991-12-31,1992-04-30,0.324,PGR
64390,1991-12-31,1992-03-31,1992-05-31,0.400,PGR
64390,1991-12-31,1992-03-31,1992-06-30,0.400,PGR
64390,1991-12-31,1992-03-31,1992-07-31,0.400,PGR
64390,1991-12-31,1992-06-30,1992-08-31,0.359,PGR
64390,1991-12-31,1992-06-30,1992-09-30,0.359,PGR
64390,1991-12-31,1992-06-30,1992-10-31,0.359,PGR
64390,1991-12-31,1992-09-30,1992-11-30,0.327,PGR
64390,1991-12-31,1992-09-30,1992-12-31,0.327,PGR
64390,1991-12-31,1992-09-30,1993-01-31,0.327,PGR
64390,1992-12-31,1992-12-31,1993-02-28,0.273,PGR
64390,1992-12-31,1992-12-31,1993-03-31,0.273,PGR
64390,1992-12-31,1992-12-31,1993-04-30,0.273,PGR
64390,1992-12-31,1993-03-31,1993-05-31,0.249,PGR
64390,1992-12-31,1993-03-31,1993-06-30,0.249,PGR
64390,1992-12-31,1993-03-31,1993-07-31,0.249,PGR
64390,1992-12-31,1993-06-30,1993-08-31,0.288,PGR
64390,1992-12-31,1993-06-30,1993-09-30,0.288,PGR
64390,1992-12-31,1993-06-30,1993-10-31,0.288,PGR
64390,1992-12-31,1993-09-30,1993-11-30,0.288,PGR
64390,1992-12-31,1993-09-30,1993-12-31,0.288,PGR
64390,1992-12-31,1993-09-30,1994-01-31,0.288,PGR
64390,1993-12-31,1993-12-31,1994-02-28,0.311,PGR
64390,1993-12-31,1993-12-31,1994-03-31,0.311,PGR
64390,1993-12-31,1993-12-31,1994-04-30,0.311,PGR
64390,1993-12-31,1994-03-31,1994-05-31,0.443,PGR
64390,1993-12-31,1994-03-31,1994-06-30,0.443,PGR
64390,1993-12-31,1994-03-31,1994-07-31,0.443,PGR
64390,1993-12-31,1994-06-30,1994-08-31,0.398,PGR
64390,1993-12-31,1994-06-30,1994-09-30,0.398,PGR
64390,1993-12-31,1994-06-30,1994-10-31,0.398,PGR
64390,1993-12-31,1994-09-30,1994-11-30,0.395,PGR
64390,1993-12-31,1994-09-30,1994-12-31,0.395,PGR
64390,1993-12-31,1994-09-30,1995-01-31,0.395,PGR
64390,1994-12-31,1994-12-31,1995-02-28,0.427,PGR
64390,1994-12-31,1994-12-31,1995-03-31,0.427,PGR
64390,1994-12-31,1994-12-31,1995-04-30,0.427,PGR
64390,1994-12-31,1995-03-31,1995-05-31,0.396,PGR
64390,1994-12-31,1995-03-31,1995-06-30,0.396,PGR
64390,1994-12-31,1995-03-31,1995-07-31,0.396,PGR
64390,1994-12-31,1995-06-30,1995-08-31,0.447,PGR
64390,1994-12-31,1995-06-30,1995-09-30,0.447,PGR
64390,1994-12-31,1995-06-30,1995-10-31,0.447,PGR
64390,1994-12-31,1995-09-30,1995-11-30,0.405,PGR
64390,1994-12-31,1995-09-30,1995-12-31,0.405,PGR
64390,1994-12-31,1995-09-30,1996-01-31,0.405,PGR
64390,1995-12-31,1995-12-31,1996-02-29,0.395,PGR
64390,1995-12-31,1995-12-31,1996-03-31,0.395,PGR
64390,1995-12-31,1995-12-31,1996-04-30,0.395,PGR
64390,1995-12-31,1996-03-31,1996-05-31,0.443,PGR
64390,1995-12-31,1996-03-31,1996-06-30,0.443,PGR
64390,1995-12-31,1996-03-31,1996-07-31,0.443,PGR
64390,1995-12-31,1996-06-30,1996-08-31,0.443,PGR
64390,1995-12-31,1996-06-30,1996-09-30,0.443,PGR
64390,1995-12-31,1996-06-30,1996-10-31,0.443,PGR
64390,1995-12-31,1996-09-30,1996-11-30,0.379,PGR
64390,1995-12-31,1996-09-30,1996-12-31,0.379,PGR
64390,1995-12-31,1996-09-30,1997-01-31,0.379,PGR
64390,1996-12-31,1996-12-31,1997-02-28,0.348,PGR
64390,1996-12-31,1996-12-31,1997-03-31,0.348,PGR
64390,1996-12-31,1996-12-31,1997-04-30,0.348,PGR
64390,1996-12-31,1997-03-31,1997-05-31,0.380,PGR
64390,1996-12-31,1997-03-31,1997-06-30,0.380,PGR
64390,1996-12-31,1997-03-31,1997-07-31,0.380,PGR
64390,1996-12-31,1997-06-30,1997-08-31,0.304,PGR
64390,1996-12-31,1997-06-30,1997-09-30,0.304,PGR
64390,1996-12-31,1997-06-30,1997-10-31,0.304,PGR
64390,1996-12-31,1997-09-30,1997-11-30,0.267,PGR
64390,1996-12-31,1997-09-30,1997-12-31,0.267,PGR
64390,1996-12-31,1997-09-30,1998-01-31,0.267,PGR
64390,1997-12-31,1997-12-31,1998-02-28,0.246,PGR
64390,1997-12-31,1997-12-31,1998-03-31,0.246,PGR
64390,1997-12-31,1997-12-31,1998-04-30,0.246,PGR
64390,1997-12-31,1998-03-31,1998-05-31,0.236,PGR
64390,1997-12-31,1998-03-31,1998-06-30,0.236,PGR
64390,1997-12-31,1998-03-31,1998-07-31,0.236,PGR
64390,1997-12-31,1998-06-30,1998-08-31,0.236,PGR
64390,1997-12-31,1998-06-30,1998-09-30,0.236,PGR
64390,1997-12-31,1998-06-30,1998-10-31,0.236,PGR
64390,1997-12-31,1998-09-30,1998-11-30,0.295,PGR
64390,1997-12-31,1998-09-30,1998-12-31,0.295,PGR
64390,1997-12-31,1998-09-30,1999-01-31,0.295,PGR
64390,1998-12-31,1998-12-31,1999-02-28,0.208,PGR
64390,1998-12-31,1998-12-31,1999-03-31,0.208,PGR
64390,1998-12-31,1998-12-31,1999-04-30,0.208,PGR
64390,1998-12-31,1999-03-31,1999-05-31,0.257,PGR
64390,1998-12-31,1999-03-31,1999-06-30,0.257,PGR
64390,1998-12-31,1999-03-31,1999-07-31,0.257,PGR
64390,1998-12-31,1999-06-30,1999-08-31,0.261,PGR
64390,1998-12-31,1999-06-30,1999-09-30,0.261,PGR
64390,1998-12-31,1999-06-30,1999-10-31,0.261,PGR
64390,1998-12-31,1999-09-30,1999-11-30,0.463,PGR
64390,1998-12-31,1999-09-30,1999-12-31,0.463,PGR
64390,1998-12-31,1999-09-30,2000-01-31,0.463,PGR
64390,1999-12-31,1999-12-31,2000-02-29,0.515,PGR
64390,1999-12-31,1999-12-31,2000-03-31,0.515,PGR
64390,1999-12-31,1999-12-31,2000-04-30,0.515,PGR
64390,1999-12-31,2000-03-31,2000-05-31,0.491,PGR
64390,1999-12-31,2000-03-31,2000-06-30,0.491,PGR
64390,1999-12-31,2000-03-31,2000-07-31,0.491,PGR
64390,1999-12-31,2000-06-30,2000-08-31,0.504,PGR
64390,1999-12-31,2000-06-30,2000-09-30,0.504,PGR
64390,1999-12-31,2000-06-30,2000-10-31,0.504,PGR
64390,1999-12-31,2000-09-30,2000-11-30,0.466,PGR
64390,1999-12-31,2000-09-30,2000-12-31,0.466,PGR
64390,1999-12-31,2000-09-30,2001-01-31,0.466,PGR
64390,2000-12-31,2000-12-31,2001-02-28,0.377,PGR
64390,2000-12-31,2000-12-31,2001-03-31,0.377,PGR
64390,2000-12-31,2000-12-31,2001-04-30,0.377,PGR
64390,2000-12-31,2001-03-31,2001-05-31,0.410,PGR
64390,2000-12-31,2001-03-31,2001-06-30,0.410,PGR
64390,2000-12-31,2001-03-31,2001-07-31,0.410,PGR
64390,2000-12-31,2001-06-30,2001-08-31,0.303,PGR
64390,2000-12-31,2001-06-30,2001-09-30,0.303,PGR
64390,2000-12-31,2001-06-30,2001-10-31,0.303,PGR
64390,2000-12-31,2001-09-30,2001-11-30,0.316,PGR
64390,2000-12-31,2001-09-30,2001-12-31,0.316,PGR
64390,2000-12-31,2001-09-30,2002-01-31,0.316,PGR
64390,2001-12-31,2001-12-31,2002-02-28,0.297,PGR
64390,2001-12-31,2001-12-31,2002-03-31,0.297,PGR
64390,2001-12-31,2001-12-31,2002-04-30,0.297,PGR
64390,2001-12-31,2002-03-31,2002-05-31,0.276,PGR
64390,2001-12-31,2002-03-31,2002-06-30,0.276,PGR
64390,2001-12-31,2002-03-31,2002-07-31,0.276,PGR
64390,2001-12-31,2002-06-30,2002-08-31,0.268,PGR
64390,2001-12-31,2002-06-30,2002-09-30,0.268,PGR
64390,2001-12-31,2002-06-30,2002-10-31,0.268,PGR
64390,2001-12-31,2002-09-30,2002-11-30,0.321,PGR
64390,2001-12-31,2002-09-30,2002-12-31,0.321,PGR
64390,2001-12-31,2002-09-30,2003-01-31,0.321,PGR
64390,2002-12-31,2002-12-31,2003-02-28,0.348,PGR
64390,2002-12-31,2002-12-31,2003-03-31,0.348,PGR
64390,2002-12-31,2002-12-31,2003-04-30,0.348,PGR
64390,2002-12-31,2003-03-31,2003-05-31,0.307,PGR
64390,2002-12-31,2003-03-31,2003-06-30,0.307,PGR
64390,2002-12-31,2003-03-31,2003-07-31,0.307,PGR
64390,2002-12-31,2003-06-30,2003-08-31,0.276,PGR
64390,2002-12-31,2003-06-30,2003-09-30,0.276,PGR
64390,2002-12-31,2003-06-30,2003-10-31,0.276,PGR
64390,2002-12-31,2003-09-30,2003-11-30,0.307,PGR
64390,2002-12-31,2003-09-30,2003-12-31,0.307,PGR
64390,2002-12-31,2003-09-30,2004-01-31,0.307,PGR
64390,2003-12-31,2003-12-31,2004-02-29,0.278,PGR
64390,2003-12-31,2003-12-31,2004-03-31,0.278,PGR
64390,2003-12-31,2003-12-31,2004-04-30,0.278,PGR
64390,2003-12-31,2004-03-31,2004-05-31,0.291,PGR
64390,2003-12-31,2004-03-31,2004-06-30,0.291,PGR
64390,2003-12-31,2004-03-31,2004-07-31,0.291,PGR
64390,2003-12-31,2004-06-30,2004-08-31,0.309,PGR
64390,2003-12-31,2004-06-30,2004-09-30,0.309,PGR
64390,2003-12-31,2004-06-30,2004-10-31,0.309,PGR
64390,2003-12-31,2004-09-30,2004-11-30,0.333,PGR
64390,2003-12-31,2004-09-30,2004-12-31,0.333,PGR
64390,2003-12-31,2004-09-30,2005-01-31,0.333,PGR
64390,2004-12-31,2004-12-31,2005-02-28,0.303,PGR
64390,2004-12-31,2004-12-31,2005-03-31,0.303,PGR
64390,2004-12-31,2004-12-31,2005-04-30,0.303,PGR
64390,2004-12-31,2005-03-31,2005-05-31,0.289,PGR
64390,2004-12-31,2005-03-31,2005-06-30,0.289,PGR
64390,2004-12-31,2005-03-31,2005-07-31,0.289,PGR
64390,2004-12-31,2005-06-30,2005-08-31,0.286,PGR
64390,2004-12-31,2005-06-30,2005-09-30,0.286,PGR
64390,2004-12-31,2005-06-30,2005-10-31,0.286,PGR
64390,2004-12-31,2005-09-30,2005-11-30,0.281,PGR
64390,2004-12-31,2005-09-30,2005-12-31,0.281,PGR
64390,2004-12-31,2005-09-30,2006-01-31,0.281,PGR
64390,2005-12-31,2005-12-31,2006-02-28,0.265,PGR
64390,2005-12-31,2005-12-31,2006-03-31,0.265,PGR
64390,2005-12-31,2005-12-31,2006-04-30,0.265,PGR
64390,2005-12-31,2006-03-31,2006-05-31,0.310,PGR
64390,2005-12-31,2006-03-31,2006-06-30,0.310,PGR
64390,2005-12-31,2006-03-31,2006-07-31,0.310,PGR
64390,2005-12-31,2006-06-30,2006-08-31,0.322,PGR
64390,2005-12-31,2006-06-30,2006-09-30,0.322,PGR
64390,2005-12-31,2006-06-30,2006-10-31,0.322,PGR
64390,2005-12-31,2006-09-30,2006-11-30,0.359,PGR
64390,2005-12-31,2006-09-30,2006-12-31,0.359,PGR
64390,2005-12-31,2006-09-30,2007-01-31,0.359,PGR
64390,2006-12-31,2006-12-31,2007-02-28,0.378,PGR
64390,2006-12-31,2006-12-31,2007-03-31,0.378,PGR
64390,2006-12-31,2006-12-31,2007-04-30,0.378,PGR
64390,2006-12-31,2007-03-31,2007-05-31,0.431,PGR
64390,2006-12-31,2007-03-31,2007-06-30,0.431,PGR
64390,2006-12-31,2007-03-31,2007-07-31,0.431,PGR
64390,2006-12-31,2007-06-30,2007-08-31,0.318,PGR
64390,2006-12-31,2007-06-30,2007-09-30,0.318,PGR
64390,2006-12-31,2007-06-30,2007-10-31,0.318,PGR
64390,2006-12-31,2007-09-30,2007-11-30,0.394,PGR
64390,2006-12-31,2007-09-30,2007-12-31,0.394,PGR
64390,2006-12-31,2007-09-30,2008-01-31,0.394,PGR
64390,2007-12-31,2007-12-31,2008-02-29,0.379,PGR
64390,2007-12-31,2007-12-31,2008-03-31,0.379,PGR
64390,2007-12-31,2007-12-31,2008-04-30,0.379,PGR
64390,2007-12-31,2008-03-31,2008-05-31,0.436,PGR
64390,2007-12-31,2008-03-31,2008-06-30,0.436,PGR
64390,2007-12-31,2008-03-31,2008-07-31,0.436,PGR
64390,2007-12-31,2008-06-30,2008-08-31,0.380,PGR
64390,2007-12-31,2008-06-30,2008-09-30,0.380,PGR
64390,2007-12-31,2008-06-30,2008-10-31,0.380,PGR
64390,2007-12-31,2008-09-30,2008-11-30,0.362,PGR
64390,2007-12-31,2008-09-30,2008-12-31,0.362,PGR
64390,2007-12-31,2008-09-30,2009-01-31,0.362,PGR
64390,2008-12-31,2008-12-31,2009-02-28,0.421,PGR
64390,2008-12-31,2008-12-31,2009-03-31,0.421,PGR
64390,2008-12-31,2008-12-31,2009-04-30,0.421,PGR
64390,2008-12-31,2009-03-31,2009-05-31,0.470,PGR
64390,2008-12-31,2009-03-31,2009-06-30,0.470,PGR
64390,2008-12-31,2009-03-31,2009-07-31,0.470,PGR
64390,2008-12-31,2009-06-30,2009-08-31,0.479,PGR
64390,2008-12-31,2009-06-30,2009-09-30,0.479,PGR
64390,2008-12-31,2009-06-30,2009-10-31,0.479,PGR
64390,2008-12-31,2009-09-30,2009-11-30,0.490,PGR
64390,2008-12-31,2009-09-30,2009-12-31,0.490,PGR
64390,2008-12-31,2009-09-30,2010-01-31,0.490,PGR
64390,2009-12-31,2009-12-31,2010-02-28,0.475,PGR
64390,2009-12-31,2009-12-31,2010-03-31,0.475,PGR
64390,2009-12-31,2009-12-31,2010-04-30,0.475,PGR
64390,2009-12-31,2010-03-31,2010-05-31,0.485,PGR
64390,2009-12-31,2010-03-31,2010-06-30,0.485,PGR
64390,2009-12-31,2010-03-31,2010-07-31,0.485,PGR
64390,2009-12-31,2010-06-30,2010-08-31,0.504,PGR
64390,2009-12-31,2010-06-30,2010-09-30,0.504,PGR
64390,2009-12-31,2010-06-30,2010-10-31,0.504,PGR
64390,2009-12-31,2010-09-30,2010-11-30,0.485,PGR
64390,2009-12-31,2010-09-30,2010-12-31,0.485,PGR
64390,2009-12-31,2010-09-30,2011-01-31,0.485,PGR
64390,2010-12-31,2010-12-31,2011-02-28,0.460,PGR
64390,2010-12-31,2010-12-31,2011-03-31,0.460,PGR
64390,2010-12-31,2010-12-31,2011-04-30,0.460,PGR
64390,2010-12-31,2011-03-31,2011-05-31,0.456,PGR
64390,2010-12-31,2011-03-31,2011-06-30,0.456,PGR
64390,2010-12-31,2011-03-31,2011-07-31,0.456,PGR
64390,2010-12-31,2011-06-30,2011-08-31,0.462,PGR
64390,2010-12-31,2011-06-30,2011-09-30,0.462,PGR
64390,2010-12-31,2011-06-30,2011-10-31,0.462,PGR
64390,2010-12-31,2011-09-30,2011-11-30,0.528,PGR
64390,2010-12-31,2011-09-30,2011-12-31,0.528,PGR
64390,2010-12-31,2011-09-30,2012-01-31,0.528,PGR
64390,2011-12-31,2011-12-31,2012-02-29,0.486,PGR
64390,2011-12-31,2011-12-31,2012-03-31,0.486,PGR
64390,2011-12-31,2011-12-31,2012-04-30,0.486,PGR
64390,2011-12-31,2012-03-31,2012-05-31,0.442,PGR
64390,2011-12-31,2012-03-31,2012-06-30,0.442,PGR
64390,2011-12-31,2012-03-31,2012-07-31,0.442,PGR
64390,2011-12-31,2012-06-30,2012-08-31,0.495,PGR
64390,2011-12-31,2012-06-30,2012-09-30,0.495,PGR
64390,2011-12-31,2012-06-30,2012-10-31,0.495,PGR
64390,2011-12-31,2012-09-30,2012-11-30,0.523,PGR
64390,2011-12-31,2012-09-30,2012-12-31,0.523,PGR
64390,2011-12-31,2012-09-30,2013-01-31,0.523,PGR
64390,2012-12-31,2012-12-31,2013-02-28,0.471,PGR
64390,2012-12-31,2012-12-31,2013-03-31,0.471,PGR
64390,2012-12-31,2012-12-31,2013-04-30,0.471,PGR
64390,2012-12-31,2013-03-31,2013-05-31,0.419,PGR
64390,2012-12-31,2013-03-31,2013-06-30,0.419,PGR
64390,2012-12-31,2013-03-31,2013-07-31,0.419,PGR
64390,2012-12-31,2013-06-30,2013-08-31,0.427,PGR
64390,2012-12-31,2013-06-30,2013-09-30,0.427,PGR
64390,2012-12-31,2013-06-30,2013-10-31,0.427,PGR
64390,2012-12-31,2013-09-30,2013-11-30,0.416,PGR
64390,2012-12-31,2013-09-30,2013-12-31,0.416,PGR
64390,2012-12-31,2013-09-30,2014-01-31,0.416,PGR
64390,2013-12-31,2013-12-31,2014-02-28,0.383,PGR
64390,2013-12-31,2013-12-31,2014-03-31,0.383,PGR
64390,2013-12-31,2013-12-31,2014-04-30,0.383,PGR
64390,2013-12-31,2014-03-31,2014-05-31,0.452,PGR
64390,2013-12-31,2014-03-31,2014-06-30,0.452,PGR
64390,2013-12-31,2014-03-31,2014-07-31,0.452,PGR
64390,2013-12-31,2014-06-30,2014-08-31,0.459,PGR
64390,2013-12-31,2014-06-30,2014-09-30,0.459,PGR
64390,2013-12-31,2014-06-30,2014-10-31,0.459,PGR
64390,2013-12-31,2014-09-30,2014-11-30,0.469,PGR
64390,2013-12-31,2014-09-30,2014-12-31,0.469,PGR
64390,2013-12-31,2014-09-30,2015-01-31,0.469,PGR
64390,2014-12-31,2014-12-31,2015-02-28,0.443,PGR
64390,2014-12-31,2014-12-31,2015-03-31,0.443,PGR
64390,2014-12-31,2014-12-31,2015-04-30,0.443,PGR
64390,2014-12-31,2015-03-31,2015-05-31,0.457,PGR
64390,2014-12-31,2015-03-31,2015-06-30,0.457,PGR
64390,2014-12-31,2015-03-31,2015-07-31,0.457,PGR
64390,2014-12-31,2015-06-30,2015-08-31,0.462,PGR
64390,2014-12-31,2015-06-30,2015-09-30,0.462,PGR
64390,2014-12-31,2015-06-30,2015-10-31,0.462,PGR
64390,2014-12-31,2015-09-30,2015-11-30,0.421,PGR
64390,2014-12-31,2015-09-30,2015-12-31,0.421,PGR
64390,2014-12-31,2015-09-30,2016-01-31,0.421,PGR
64390,2015-12-31,2015-12-31,2016-02-29,0.399,PGR
64390,2015-12-31,2015-12-31,2016-03-31,0.399,PGR
64390,2015-12-31,2015-12-31,2016-04-30,0.399,PGR
64390,2015-12-31,2016-03-31,2016-05-31,0.375,PGR
64390,2015-12-31,2016-03-31,2016-06-30,0.375,PGR
64390,2015-12-31,2016-03-31,2016-07-31,0.375,PGR
64390,2015-12-31,2016-06-30,2016-08-31,0.409,PGR
64390,2015-12-31,2016-06-30,2016-09-30,0.409,PGR
64390,2015-12-31,2016-06-30,2016-10-31,0.409,PGR
64390,2015-12-31,2016-09-30,2016-11-30,0.451,PGR
64390,2015-12-31,2016-09-30,2016-12-31,0.451,PGR
64390,2015-12-31,2016-09-30,2017-01-31,0.451,PGR
64390,2016-12-31,2016-12-31,2017-02-28,0.392,PGR
64390,2016-12-31,2016-12-31,2017-03-31,0.392,PGR
64390,2016-12-31,2016-12-31,2017-04-30,0.392,PGR
64390,2016-12-31,2017-03-31,2017-05-31,0.382,PGR
64390,2016-12-31,2017-03-31,2017-06-30,0.382,PGR
64390,2016-12-31,2017-03-31,2017-07-31,0.382,PGR
64390,2016-12-31,2017-06-30,2017-08-31,0.358,PGR
64390,2016-12-31,2017-06-30,2017-09-30,0.358,PGR
64390,2016-12-31,2017-06-30,2017-10-31,0.358,PGR
64390,2016-12-31,2017-09-30,2017-11-30,0.337,PGR
64390,2016-12-31,2017-09-30,2017-12-31,0.337,PGR
64390,2016-12-31,2017-09-30,2018-01-31,0.337,PGR
64390,2017-12-31,2017-12-31,2018-02-28,0.288,PGR
64390,2017-12-31,2017-12-31,2018-03-31,0.288,PGR
64390,2017-12-31,2017-12-31,2018-04-30,0.288,PGR
64390,2017-12-31,2018-03-31,2018-05-31,0.279,PGR
64390,2017-12-31,2018-03-31,2018-06-30,0.279,PGR
64390,2017-12-31,2018-03-31,2018-07-31,0.279,PGR
64390,2017-12-31,2018-06-30,2018-08-31,0.306,PGR
64390,2017-12-31,2018-06-30,2018-09-30,0.306,PGR
64390,2017-12-31,2018-06-30,2018-10-31,0.306,PGR
64390,2017-12-31,2018-09-30,2018-11-30,0.276,PGR
64390,2017-12-31,2018-09-30,2018-12-31,0.276,PGR
64390,2017-12-31,2018-09-30,2019-01-31,0.276,PGR
64390,2018-12-31,2018-12-31,2019-02-28,0.293,PGR
64390,2018-12-31,2018-12-31,2019-03-31,0.293,PGR
64390,2018-12-31,2018-12-31,2019-04-30,0.293,PGR
64390,2018-12-31,2019-03-31,2019-05-31,0.277,PGR
64390,2018-12-31,2019-03-31,2019-06-30,0.277,PGR
64390,2018-12-31,2019-03-31,2019-07-31,0.277,PGR
64390,2018-12-31,2019-06-30,2019-08-31,0.278,PGR
64390,2018-12-31,2019-06-30,2019-09-30,0.278,PGR
64390,2018-12-31,2019-06-30,2019-10-31,0.278,PGR
64390,2018-12-31,2019-09-30,2019-11-30,0.305,PGR
64390,2018-12-31,2019-09-30,2019-12-31,0.305,PGR
64390,2018-12-31,2019-09-30,2020-01-31,0.305,PGR
64390,2019-12-31,2019-12-31,2020-02-29,0.314,PGR
64390,2019-12-31,2019-12-31,2020-03-31,0.314,PGR
64390,2019-12-31,2019-12-31,2020-04-30,0.314,PGR
64390,2019-12-31,2020-03-31,2020-05-31,0.321,PGR
64390,2019-12-31,2020-03-31,2020-06-30,0.321,PGR
64390,2019-12-31,2020-03-31,2020-07-31,0.321,PGR
64390,2019-12-31,2020-06-30,2020-08-31,0.349,PGR
64390,2019-12-31,2020-06-30,2020-09-30,0.349,PGR
64390,2019-12-31,2020-06-30,2020-10-31,0.349,PGR
64390,2019-12-31,2020-09-30,2020-11-30,0.321,PGR
64390,2019-12-31,2020-09-30,2020-12-31,0.321,PGR
64390,2019-12-31,2020-09-30,2021-01-31,0.321,PGR
64390,2020-12-31,2020-12-31,2021-02-28,0.291,PGR
64390,2020-12-31,2020-12-31,2021-03-31,0.291,PGR
64390,2020-12-31,2020-12-31,2021-04-30,0.291,PGR
64390,2020-12-31,2021-03-31,2021-05-31,0.314,PGR
64390,2020-12-31,2021-03-31,2021-06-30,0.314,PGR
64390,2020-12-31,2021-03-31,2021-07-31,0.314,PGR
64390,2020-12-31,2021-06-30,2021-08-31,0.320,PGR
